LINK,Title,Location,Company,Salary,Description
https://au.indeed.com/viewjob?jk=4570460185bc7dc5,Welcome Agent/Receptionist (Part Time),Melbourne VIC,W Hotels,,"Prepare letters, memos, and other documents using word processing, spreadsheet, database, or presentation software."
https://au.indeed.com/viewjob?jk=e39498955951272f,"Software Engineer, Mobile, iOS",Sydney NSW,Google,,"Experience in computer science, with competencies in data structures, algorithms, and software design optimized for embedded systems."
https://au.indeed.com/viewjob?jk=52c0037827ead658,"Software, Web & Beyond",Kingscliff NSW,EzzyBills,"$70,000 - $90,000 a year","If you have science background: learn our software, software implementation and support.Web documentation of software along with testing."
https://au.indeed.com/viewjob?jk=e5819e1510936b4c,Software Tester,Melbourne VIC,Rubicon Water,,Experience with manual testing of complex software product suites.Excellent analytical skills and ability to understand software systems as whole while working…
https://au.indeed.com/viewjob?jk=a434ccbed411db61,Manager IT Infrastructure & Operations,Burwood East VIC,Country Fire Authority,,"Oversee the management and administration of mission-critical databases, application software and hardware.This is a key leadership role that will join the CFA…"
https://au.indeed.com/viewjob?jk=2d6c7dfa3a29b4b8,Software Support Consultant,Remote in Melbourne VIC,Henry Schein One,,"Supporting our EXACT software suite - https://henryscheinone.com.au/exact/.Previous software support experience is desirable, but not required."
https://au.indeed.com/viewjob?jk=bbccbd54e42d682f,Software Developer,Melbourne VIC,Eagle Software,"$54,000 - $70,000 a year",Debug and Test software application.Evaluate and understand user needs to develop software solutions accordingly.The role is based in our Melbourne office.
https://au.indeed.com/viewjob?jk=3c5666091ed08b3f,"Software Development Internship, Summer 2022/23",Sydney NSW,Akuna Capital,"$100,000 a year","The Post-Trade Technology team is responsible for developing Python software for reconciling the firm's trading with our various counterparties, reporting desk…"
https://au.indeed.com/viewjob?jk=52ff7ec6da2b0460,"Software Engineer Intern, 2022/2023 Summer Australia",Sydney NSW,Atlassian,,"Have a real passion for software engineering, as demonstrated by previous internships, work experience, projects, or publications."
https://au.indeed.com/viewjob?jk=d08b51e9a4e7f096,"Software Engineer, Melbourne",Melbourne VIC+3 locations,WiseTech Global,,"We invest relentlessly in product development, building the best technology while prioritising highly scalable, long-term solutions."
https://au.indeed.com/viewjob?jk=01ab345fab368881,Graduate Developer (.NET),Melbourne VIC,Mediaocean,"$60,000 - $70,000 a year",Fix issues and build enhancements within an existing software.With AI and machine learning technology to control marketing investments and optimize business…
https://au.indeed.com/viewjob?jk=8d6c8403ba9d1d8a,Associate Amazon Specialist / Ecommerce Specialist,Melbourne VIC,Media.Monks,,Help Own Amazon search and display (DSP/OTT) performance advertising for an assigned set of clients.Amazon Performance Advertising experience with knowledge of…
https://au.indeed.com/viewjob?jk=20bc701c000a2349,"Junior Software Engineer, Back End",Melbourne VIC,CysKen,,"Collaborate in small teams to design, build, and ship high quality software customers.Ideally Ruby and dabble in HTML5 / CSS3 and can write good Javascript…"
https://au.indeed.com/viewjob?jk=68f597b1121f2e42,WAREHOUSE ASSISTANT,South Yarra VIC 3141,Scanlan Theodore,,"Proficiency in inventory software, databases and systems.This full-time opportunity is located in our warehouse where you wll support the department in the…"
https://au.indeed.com/viewjob?jk=0e6e578a140e1b51,"Software Engineer - Java, Product & Features",Remote in Sydney NSW,Canva,,Developing and iterating on technical proposals – outlining how solutions will be structured and developed.Developing solutions you’ve designed from the ground…
https://au.indeed.com/viewjob?jk=ca4731595efa0505,Software Engineers - Naval Systems ﻿,Melbourne VIC,Saab Inc.,,"Defect resolution of legacy software components within software intensive systems.Designing, developing and testing software components within software…"
https://au.indeed.com/viewjob?jk=9f5d5fa31e10f272,Graduate Systems Engineer,Melbourne VIC,KAPSCH,,"Hardware and software installation, commissioning, testing and operations support of our Roadside Tolling Systems;Hand on with superior fault finding skills;"
https://au.indeed.com/viewjob?jk=d66d5ba3c9c49608,Software Engineer,Melbourne VIC,Electronic Arts,,"Work with user experience (UX) team, product owner and customers to design, build and maintain features in the tools.Experience with C++/CLI desirable."
https://au.indeed.com/viewjob?jk=efe9a71ffa8edc66,"Software Engineer - Python, Remote",Remote in Melbourne VIC,Myagi,,"You will work across all of these to deliver critical customer features and major technological improvements.This will include contributing to our backend, web…"
https://au.indeed.com/viewjob?jk=141c556ab3a8c47f,Graduate Design Engineers,Brompton SA 5007,Applidyne,,"Detailed design, including generation of manufacturing drawings or PCB design, embedded micro controller and software development."
https://au.indeed.com/viewjob?jk=c7cbd7a93c216411,Network Support Level 1,Melbourne VIC 3000,Medical iT,,Maintaining appropriate configuration standards and procedures of all IT Hardware and software both Server and Desktop;Manage incoming daily support matter.
https://au.indeed.com/viewjob?jk=6a8d2f17c167c56d,Software Tester,Temporarily Remote in Melbourne VIC,Trellian,,"Experience in software test planning and execution.As a senior team member of the test team in Melbourne, you will also work closely with a team offshore."
https://au.indeed.com/viewjob?jk=c089196459681cc0,Software Engineer,Melbourne City Centre VIC,Littlepay,,"Job Type: Permanent - Full Time.Care about quality and writing clean, maintainable, well-tested code.Enjoy solving complex and interesting problems in an…"
https://au.indeed.com/viewjob?jk=2e5df9ae82b73e3a,Junior Vulnerability Researcher,Melbourne VIC,Mossé Security,,"Triage software crashes and identify exploitable vulnerabilities.Research vulnerabilities in web application, mobile application, desktop applications, network…"
https://au.indeed.com/viewjob?jk=6508557307bffd07,"Software Test Engineer, Chrome OS",Hybrid remote in New South Wales,Google,,"5 years of experience in software development and testing.As a Test Engineer, you navigate Google's massive codebase, identify weak spots and constantly design…"
https://au.indeed.com/viewjob?jk=4b1ca65eda3e1ea7,Client Partner,Melbourne VIC 3000,Cigniti Technologies,"$140,000 - $170,000 a year","Attend the meetings and coordinate with clients to understand the problem statement of client.Coordinate and work closely with team members (developers, QA…"
https://au.indeed.com/viewjob?jk=c7d0c8ff524cec34,Software Assets Management Analyst,Remote in Sydney NSW,NSW Government -eHealth NSW,"$100,107 - $118,735 a year","Have a strong understanding of software terms and conditions, license agreements and contracts.Be part of realising the vision of a digitally enabled and…"
https://au.indeed.com/viewjob?jk=ad34f7f8d242967b,MID - SENIOR EFFECTS ARTISTS - BRISBANE,Brisbane QLD,Rising Sun Pictures (RSP),,"Utilitarian knowledge of other discipline software such as Nuke.Visa and relocation assistance provided where applicable.Expert user of Houdini, and Arnold."
https://au.indeed.com/viewjob?jk=ad34f7f8d242967b,MID - SENIOR EFFECTS ARTISTS - BRISBANE,Brisbane QLD,Rising Sun Pictures (RSP),,"Utilitarian knowledge of other discipline software such as Nuke.Visa and relocation assistance provided where applicable.Expert user of Houdini, and Arnold."
https://au.indeed.com/viewjob?jk=233468513e7a3bfd,Frontend Software Developer (Remote),Remote in Brisbane QLD,AgUnity,,"Be an active planner, developer, and contributor to the overall software architecture.Work Type/s: * *Full time.Experience with Azure/other cloud platforms."
https://au.indeed.com/viewjob?jk=28c0027a038fbd33,Building Admin,Docklands VIC 3008,Porter Davis,,Solid system/computer knowledge - *SAP* experience or exposure would be highly regarded as well as capability with Drafting software such as *CAD/AutoCAD*.
https://au.indeed.com/viewjob?jk=7e62c06aab6478f9,Engineering Administrator,Williamtown NSW,Boeing RIV Site,,"This role involves all elements of the Ground Support Segments and associated teams who support software design and development, the development of simulation…"
https://au.indeed.com/viewjob?jk=4d4998419c2a1e83,Scientist (Marine),Australia,Agriculture and Fisheries,,"O Manage data using databases and statistical software.Using own high-level initiative whilst supported by limited guidance and supervision, use specialist…"
https://au.indeed.com/viewjob?jk=10ed82eea35ac7b1,Graduate JavaScript Developer,Melbourne VIC 3000,Fontis,"$60,000 a year","We are seeking graduates to assist with the development and implementation of web-based eCommerce systems utilising full-stack JavaScript solutions, progressive…"
https://au.indeed.com/viewjob?jk=716a32458dfd29ff,Mobile Software Engineer,Melbourne VIC,Stile Education,,"Foundational knowledge of computer science and software engineering principles.Programming competence, systems design skills and software engineering knowledge…"
https://au.indeed.com/viewjob?jk=31855dae8d297e47,Software Engineering Lead - Design Experience,Remote in Sydney NSW,Canva,,"Commercial experience in a software development environment, with either a focus on frontend or backend technologies and associated libraries and frameworks."
https://au.indeed.com/viewjob?jk=fc66267f78dd9a7e,Service Desk Technician,East Melbourne VIC,Melbourne Cricket Club,,"Perform hands-on fixes at the desktop level, including installing and upgrading software, installing hardware, configuring systems and applications and…"
https://au.indeed.com/viewjob?jk=9dd96183bed2156c,Software Engineer,Muswellbrook NSW 2333,HUNTER PROPERTY PROTECTION PTY LTD,"$60,000 - $80,000 a year","Experience contributing to open-source software projects.Creating and supporting software estimates including applications, functionality enhancements and…"
https://au.indeed.com/viewjob?jk=5dd2d2038f3e949d,Software Engineer,Hybrid remote in South Melbourne VIC 3205,Parsl,"$82,000 - $140,000 a year",Implement and adhere to coding standards across software development.Analyze upcoming functional requirements to design and implement software architecture and…
https://au.indeed.com/viewjob?jk=f77918c1b3ad7e9b,Software Engineering Manager - User Insights,Remote in Sydney NSW,Canva,,"As a Software Engineering Manager in Canva's User Voice group, you will be coaching a team of up to 4 senior software engineers to build our newest customer…"
https://au.indeed.com/viewjob?jk=e5dfe2403aa94486,Senior Software Engineer,Remote,HappyCo,,Provide coaching and mentoring to other software development staff.At least 5 years proven working experience in software development.
https://au.indeed.com/viewjob?jk=bed49cc2aa0681f1,IT Technician,Ferntree Gully VIC,IT WIFI,,"Advanced software skills, including troubleshooting Windows 7, 8, 10, and Office 365.The role is casual with the potential to becoming full-time."
https://au.indeed.com/viewjob?jk=dc6f10b5bb300d6c,"Software Engineer, Fuchsia",Sydney NSW,Google,,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one…"
https://au.indeed.com/viewjob?jk=8cf4e79f7c2d4b49,Research Assistant,Melbourne VIC,Alfred Health,,"A high level of computer literacy, including demonstrated experience in learning and adopting new software packages as required."
https://au.indeed.com/viewjob?jk=5bbaf72f7d31b1bb,Junior Software Engineer,Sydney NSW,TabCorp Holdings,,Knowledge (& some experience) delivering on a software platform including continuous integration/ continuous deployment within an agile environment.
https://au.indeed.com/viewjob?jk=2dbc2979ba23b377,Software Developer,South Wharf VIC,DCA Careers,,"The key responsibilities include software design and development, coding, unit testing, production of supporting documentation, assisting internal teams with…"
https://au.indeed.com/viewjob?jk=0fb72b45de9c5ed9,Software Engineer,Newcastle NSW,Greater Bank,,"We want game changers, visionaries and innovators.We are all accountable in achieving goals and operate in a flat structure."
https://au.indeed.com/viewjob?jk=97cd72acc89c4410,"Administrator (RSS, Aus)",Melbourne VIC+1 location,Link Group,,Intermediate knowledge of MS Office and other software packages.Ensure the accurate and efficient processing of administrative tasks within agreed service…
https://au.indeed.com/viewjob?jk=d01f95eb9aab9842,Software Engineer,Remote,Pluralsight,$130 a day,"3+ years in commercial software development.Consistently write well tested, readable, secure and accessible code."
https://au.indeed.com/viewjob?jk=5c7e66365ddbfa8f,Web Services Software Engineer (2030.5),Remote,SwitchDin Pty Ltd,"$60,000 - $160,000 a year","Also, knowledge of software engineering using a high level language and structured implementation / design approaches, with skills in the following:"
https://au.indeed.com/viewjob?jk=16ca5d526ad5212a,Senior Software Developer,Remote in Melbourne VIC,Hansen Technologies,,You will take responsibility for project deliverables through all phases of the SDLC.This role is primarily aimed at supporting Hansen’s billing systems that…
https://au.indeed.com/viewjob?jk=a8ba69f7649c9c71,Software Tester (Web and Mobile),Remote in Hawthorn VIC 3122,Inlogik,,"Experience using project tracking software.Responsible for creating scalable, maintainable and distributed test frameworks (test plans and test cases) to make…"
https://au.indeed.com/viewjob?jk=1e25d19a653c9e07,Senior Software Engineer,Australia,Deakin University,"$101,794 - $116,547 a year","Lead the software engineering disciplines across enterprise-level digital applications, products, services, and solutions."
https://au.indeed.com/viewjob?jk=f73fd112140403cf,Software Engineer,Sydney NSW,Google,,"4 years relevant work experience in software development.Design, develop, test, deploy, maintain and improve software."
https://au.indeed.com/viewjob?jk=83a6e3f042f209f4,"Lead Compositor Sydney, Australia",Sydney NSW,Industrial Light & Magic,,The Lead Compositor combines live action and computer generated elements into visual effects shots that realize the vision and creative direction of the client…
https://au.indeed.com/viewjob?jk=ca49918ef542bd29,Software Developers - ALL LEVELS,Brisbane QLD,Telstra Purple,,"Confidence in applying Agile software delivery principles and Continuous Delivery practices.As a Consultant, you will help to deliver innovative solutions for…"
https://au.indeed.com/viewjob?jk=4a8d5693982501a1,Python Software Engineer,Logan City QLD,De La Rue,,Ability to employ good software development principles including the software development life cycle.The Python Software Engineer is responsible for developing…
https://au.indeed.com/viewjob?jk=0e1200f04a748674,Experienced Transcriptionists - work from home,Temporarily Remote in Melbourne VIC+1 location,Bookiwi Transcription Services,$25 an hour,"Password protected computer with up to date antivirus software/firewall;You also need to be confident in downloading, installing and setting up new software on…"
https://au.indeed.com/viewjob?jk=4c4624ae04a77507,Software QA Tester,Melbourne VIC,Powerstaff Consulting,,Testing and Quality Assurance for all software changes prior to release.This Industry Leading Tech Firm is looking for an experienced automation/manual tester…
https://au.indeed.com/viewjob?jk=f1331908df00b822,Graduate Software Engineer,Remote,Elafent,,Remuneration is commensurate with experience.You must have completed a minimum undergraduate Bachelor's Degree in a related discipline to this role e.g.…
https://au.indeed.com/viewjob?jk=5c0cb422b3623933,Software Engineer,Melbourne VIC,Synch Solutions Pty Ltd,"$80,000 - $100,000 a year",You will work closely with team members and internal participants to deliver high quality problem solving through software development.
https://au.indeed.com/viewjob?jk=c086efe03bbc666b,Customer Support Agent,Temporarily Remote in Melbourne VIC 3000,Fastmail,"$55,000 - $76,000 a year","Bonus: Any experience interacting with customers via ticketing software such as Zendesk, or exposure to technical skills like HTML or coding."
https://au.indeed.com/viewjob?jk=da6f7b85316b54f1,AutoCad Software Proficient,Berkeley Vale NSW,Ausiports,,As a Check Measurer / Project Detailer with Ausiports your primary responsibility will be to conduct on-site check measurements and draft working drawings for…
https://au.indeed.com/viewjob?jk=8c550a22786fb95b,Junior Graphic Designer (Typesetting / Publication),Remote in Melbourne VIC,Edrolo,,We're looking for individuals based in Victoria to join us in a full time capacity until the end of November.The role involves executing layout and typesetting…
https://au.indeed.com/viewjob?jk=5d4631d51b6381ba,"Graphic Designer, Mid-Level",Remote in New South Wales,FCM,"$75,000 - $80,000 a year","Understanding of job management software (e.g. Streamtime and Wrike) is a plus.Work type: Fixed Term Contract, Full time.Graphic Design degree or equivalent."
https://au.indeed.com/viewjob?jk=3e319ec83c8d1ba3,Steel / Timber Frame Inspector,Brisbane QLD,Found People,"$100,000 - $140,000 a year","Do quality checks, document and record the required steps outlined in the software.Projects with Top-tier clients."
https://au.indeed.com/viewjob?jk=94e1a7c472d5fbdf,Remote Software Engineering Opportunities AU,Remote,Xero,,"Develop your skills by using the latest engineering and software delivery practices, at scale, on a global stage."
https://au.indeed.com/viewjob?jk=6d97c9099de585d0,Senior End User Computing Engineer,Brisbane QLD,Australian Bureau of Meteorology,"$82,198 - $93,456 a year",The successful applicant will be a key member of the Service & Infrastructure Management – End User Services (EUS) section within the Data and Digital group and…
https://au.indeed.com/viewjob?jk=d47fe71072a48efd,Graduate- Software Engineer,Sydney NSW,VivCourt Trading,,"As a software engineer at VivCourt, you will collaborate with developers and traders to design, build and support software and hardware systems."
https://au.indeed.com/viewjob?jk=29baf1cb1557540f,Software Engineer- Graduate,Sydney NSW,"Monster Worldwide, Inc.",,"Participate in application development and prototyping using multiple technologies – primarily Kotlin + Spring Boot, React, GraphQL, Next.js, Cypress, with some…"
https://au.indeed.com/viewjob?jk=c46be338ea7e2e84,Software Engineer,Remote in Sydney NSW 2000,Microsoft,,"Proven experience in software development coding an object-oriented, strongly typed programming language such as C#, C++ or Java."
https://au.indeed.com/viewjob?jk=9f4063526c24c759,Software Assets Management Analyst,Remote in Chatswood NSW,eHealth NSW,"$100,107 - $118,735 a year","Have a strong understanding of software terms and conditions, license agreements and contracts.Be part of realising the vision of a digitally enabled and…"
https://au.indeed.com/viewjob?jk=2fbb6fc80b11ed51,Bubble tea store staff,Box Hill VIC 3128,Teddy Lee Kaka,$23 an hour,"Point of Sale (POS) software: 1 year (Preferred).Job Types: Full-time, Part-time.Working towards sales targets and KPIs: 1 year (Preferred)."
https://au.indeed.com/viewjob?jk=517a5562c65efd3b,Customer Support Associate,Remote in Melbourne VIC+1 location,Square,,"So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage inventory, run a busy kitchen, book…"
https://au.indeed.com/viewjob?jk=df538b2c13025a47,Software Engineer,Sydney NSW+1 location,Attra,"$80,000 - $110,000 a year","Providing advice, guidance and expertise in developing proposals and strategies for software design activities such as financial evaluation and costings for…"
https://au.indeed.com/viewjob?jk=ebe290d0658ce375,Software Engineer,Australia,Oracle,,"1 year of software engineering or related experience.Analyze, design develop, troubleshoot and debug software programs for commercial or end user applications."
https://au.indeed.com/viewjob?jk=b26747c74c868f68,Junior Architectural Professional,Melbourne VIC,"Skidmore, Owings & Merrill",,"Each person can develop and contribute their wealth of attributes, skills and knowledge to support the overall health of the firm."
https://au.indeed.com/viewjob?jk=0b9a734f7d3214bb,Telecommunications Solution Engineer,Melbourne VIC,SoftLabs Pty Ltd,,"Porting/Software configuration (PORT) (Level 6): Ensures the availability of hardware, software, and resources for the systems testing of platform-specific…"
https://au.indeed.com/viewjob?jk=219918c621ed3f73,Graduate Engineer,Wangaratta VIC,Rural City of Wangaratta,"$68,359 a year","You will have demonstrated knowledge and skills in using engineering software and Microsoft Office.As Graduate Engineer, you will contribute to road and…"
https://au.indeed.com/viewjob?jk=ff5407c23cdfe069,Software Engineer,Hybrid remote in Melbourne VIC 3000,ACER,"$87,503 - $96,714 a year",Investigate and test software implementations.Contribute to software development projects and other programming tasks as allocated by the Senior Software…
https://au.indeed.com/viewjob?jk=ef69a18ec3c21f92,Frontend Software Engineer - Accessibility,Remote in Sydney NSW,Canva,,Your work here includes everything from building generalised components that comply with WCAG standards to building a simple yet sophisticated keyboard-only…
https://au.indeed.com/viewjob?jk=18c0760d2e648d18,Graduate Program September 2022 Melbourne,Melbourne VIC+1 location,Servian,,"The Servian Graduate Program is a journey that builds depth rather than breadth, through a combination of structured learning and industry placements."
https://au.indeed.com/viewjob?jk=8ff6cde20e3512f1,Junior Full-stack Software Engineer,Remote in Sydney NSW,Serenade,,"We have a passion for technology and implementing clean, stable and scalable software that is readable and maintainable.Knowledge of Next.js and NestJS."
https://au.indeed.com/viewjob?jk=6366713e1129dc5a,Entry Level- Graphic Design/Marketing Assistant,Doncaster VIC 3108,Global 360,,"Use various software applications to produce high quality visual assets.High level skills of current software - Illustrator, Photoshop, InDesign, Word,…"
https://au.indeed.com/viewjob?jk=727bc56f4f8b0177,Designer (AutoCAD),Alice Springs NT,Amentum,,"Complete 2D and 3D drawings using AutoCAD and other AutoDesk software in conformance with requirements, applicable codes and design criteria."
https://au.indeed.com/viewjob?jk=e7816b88e83f1e8f,Level 1 Windows Network Support,Melbourne VIC 3000,Medical iT,,Maintaining appropriate configuration standards and procedures of all IT Hardware and software both Server and Desktop;Manage incoming daily support matter.
https://au.indeed.com/viewjob?jk=031a77268f9c6b31,Innovative And Passionate SEO/SEM Specialist,Preston VIC 3072,20-80 Solutions,,"Third party dashboard software (eg, Google Data Studio).Your primary role is looking after driving relevant traffic to our clients’ websites as well being…"
https://au.indeed.com/viewjob?jk=019b207a04434e8c,Project related:,Australia,Outcomex,,"Work with designers & managers, Fullstack and Backend Engineers to build a next-generation IoT web application(s) with a focus on an extraordinary client-side…"
https://au.indeed.com/viewjob?jk=9a861afe4461f9d9,C# .NET Developer,Peakhurst NSW 2210,Thought Studio,,"Design and develop software with a high degree of quality, in a timely manner.Develop user solutions that are intuitive, easy-to-use, and not cluttered."
https://au.indeed.com/viewjob?jk=b17057ac977392a2,Transport - Fleet Controller / Transport Allocator - Multipl...,Dandenong VIC 3175,People Group,"$75,000 a year",You will naturally be managing all of the above with software that could be Excel / Maximas / Container Chain or others all the way through to invoicing.
https://au.indeed.com/viewjob?jk=e5379f15075c2199,COMPOSITORS - BRISBANE,Brisbane QLD,Rising Sun Pictures (RSP),,"Utilitarian knowledge of other discipline software such as Maya, Houdini and industry standard tracking software."
https://au.indeed.com/viewjob?jk=8383c4c54da5c9bb,Software Engineer (.net Microservices) - Platform Engineerin...,Melbourne VIC 3000,Deloitte,,"Software Engineer (.net Microservices) - Platform Engineering - Melbourne.Experience with Microsoft Azure will be highly regarded – App Service, Azure…"
https://au.indeed.com/viewjob?jk=3202843036ea3186,Structural Engineer,Melbourne VIC,BAE Systems,,"This role can be based in Melbourne or Perth.In support of the Anzac fleet upgrades, our core capabilities include Project Management, Engineering Change from…"
https://au.indeed.com/viewjob?jk=1a6db68373704306,C++ Software Engineer,Remote in Canberra ACT 2600,oneZero Financial Systems,,In this role you will work collaboratively with a team of highly experienced developers from around the world on core technologies and critical real-time…
https://au.indeed.com/viewjob?jk=e188912ba9e8976d,Software Tester,Sydney NSW,GoTech Solutions Pty Ltd,"$70,000 - $100,000 a year",Deep knowledge of the software Systems Development Lifecycle is essential.Prior knowledge of software products from Netezza /AWS / SAS / Cognos/ Tableau is…
https://au.indeed.com/viewjob?jk=7c010c551da6e8ba,Desktop Support Specialist / Analyst (VPSG4),Temporarily Remote in Melbourne VIC,VicRoads,"$88,955 - $100,930 a year","Knowledge of Microsoft System Centre Configuration Manager, VMWare virtual desktop infrastructure, encryption software, as well as other software can be an…"
https://au.indeed.com/viewjob?jk=a9ab0270598e1485,Retail Team Member,Glen Waverley VIC,Jeanswest Pty Ltd,$22 - $35 an hour,Point of Sale (POS) software: 1 year (Preferred).Retail – Retail Assistant Team Member – Part time*.Generous discount on new product.
https://au.indeed.com/viewjob?jk=58db92e751bf5bd2,Software Engineer,Turner ACT 2612,Arventa Pty Ltd,"$89,000 a year",Software engineer with .net and .core: 3 years (Preferred).You have at least 3 years of experience as a software engineer with .net and .core.
https://au.indeed.com/viewjob?jk=a974d9a84deb215d,Automation Specialist,Melbourne VIC,nbn™,,"Plus, there’s equal employment, great training, and true flexible working arrangements.As part of the Automation & Tools team, you are to deliver automation…"
https://au.indeed.com/viewjob?jk=e748cb24ef4b6fc7,Skilled Linguists,Melbourne VIC,Beyond Community INFO,,Or equivalent plus thorough knowledge of at least one other language.Education: completion of a full university degree course.
https://au.indeed.com/viewjob?jk=ea908b291e1ec1c9,Software Engineer,Melbourne VIC,SDP Solutions Pty Ltd,"$80,000 - $120,000 a year","Develop software for both the MS Windows and also Linux environments.The roles involve running a highly specialised long-term project.Net C#, C++ and Java)."
https://au.indeed.com/viewjob?jk=87c0010029ec6376,Senior Software Developer,Melbourne VIC,NAB - National Australia Bank,,Agile software development and management methods and ability to excel within a fast-paced environment.Experience across the full software delivery life cycle …
https://au.indeed.com/viewjob?jk=b72b9b4cd7fa2590,Graduate Systems Engineer - Melbourne,Remote in Melbourne VIC+1 location,Leidos,,"Providing suggestions and recommendations for hardware and software specifications, through supporting activities such as: functional analysis, timeline…"
https://au.indeed.com/viewjob?jk=a3908f7fd7948a76,Desktop support L1,Abbotsford VIC+1 location,Sharp Brains Ltd,"$4,792 a month",Manage Desktop Devices (hardware and software) incidents through to resolution.Experience/Skills: 2-4 years of experience in Onsite support Knowledge and…
https://au.indeed.com/viewjob?jk=f5d254972696ef04,Frontend Software Engineer - (Hybrid Role - Office/WFH),Remote in Sydney NSW,Shippit,,"As part of the engineering team, you will have a direct impact on our customers.Our cross-functional teams own new features, maintenance and monitoring in…"
https://au.indeed.com/viewjob?jk=0d9e801f109953cf,Software Developer,Melbourne VIC,NAB - National Australia Bank,,Document and maintain software functionality.Integrate software components into fully functional platform.Work type: Permanent Full time.
https://au.indeed.com/viewjob?jk=ff10885b0286d2f0,Software Engineer,Remote in Melbourne VIC,Slater and Gordon,,"Delivery of software solutions, including pipelines, testing and deployments.We are working flexibly with a minimum of one day a week in the office for…"
https://au.indeed.com/viewjob?jk=8f5a76d3119d829e,Lead IT Support,Melbourne City Centre VIC,Department of Transport,,"Excellent IT hardware and software knowledge, including Microsoft - Network Services, OS', 365, Server Workstation builds and configuration, on-premise and…"
https://au.indeed.com/viewjob?jk=adda23d2db5449e4,Consultant,Remote in Brisbane QLD,NTT Ltd,,Performing code and design reviews of software developed by others in accordance with company standards; ensuring consistent high-quality solutions are…
https://au.indeed.com/viewjob?jk=ee69f2f8312c9986,Software Engineer,Temporarily Remote in Toongabbie NSW 2146,AV Star Technologies Pty Ltd,"$85,000 a year","You will be responsible to work with business and technology counterparts to understand, design, document and develop for projects across settlement platforms,…"
https://au.indeed.com/viewjob?jk=587e7fc730d248d6,"Software Development Internship - UI, Summer 2022/23",Sydney NSW,Akuna Capital,"$100,000 a year",Building scalable API servers and contributing to software design and architecture.Our Web Team work with all aspects of the business to create full-stack web…
https://au.indeed.com/viewjob?jk=ce1fbc93dbb05692,Graduate Software Engineer,Rydalmere NSW,Wabtec,,Ensure software products are developed in accordance to the software requirement specifications;Ensure all software implementations are following company…
https://au.indeed.com/viewjob?jk=a95e15ba7bbe0425,Receptionist,Melbourne VIC,Vegie Kitchen,$26 - $33 an hour,Communicate with website visitors via chat software.Answer multi-line phones; Route calls to the appropriate department.Part-time hours: 30 per week.
https://au.indeed.com/viewjob?jk=ee0abbffd4e4690e,Software Engineer,Remote in Melbourne VIC,Culture Amp,,The Goals domain is a key part of how we plan to progress towards our Performance product and tech vision.Software Engineering at Culture Amp is an inclusive…
https://au.indeed.com/viewjob?jk=53ecfa7b68ee5791,"Supervisor, Health & Safety- Sydney, Australia",Sydney Central Business District NSW,The Walt Disney Studios,,"The individual will report to the Manager, Health & Safety.Conducting training sessions for all cast and crew for Production Restart Training."
https://au.indeed.com/viewjob?jk=d45b9a83ea038689,Software Engineer - Frontend,Australia,Objective,,"Participate in improving processes and implementation of best practices in software development.You will be responsible for developing, planning and bringing…"
https://au.indeed.com/viewjob?jk=5368afd25217a4f5,Automation Software Tester,Remote in Hawthorn VIC 3122,Inlogik,,Researching issues in software through testing.Designing and developing test automation scripts.Collaborating with QA Analysts and Software Developers to…
https://au.indeed.com/viewjob?jk=a0ae824b0c0892dc,Graduate Software Engineer,Australia,Verifone,,"Verifone Australia provides integrated payments solutions, we manufacture the Hardware, develop the Terminal Software, and provide developer SDK’s and Payments…"
https://au.indeed.com/viewjob?jk=ee20835a66b1a943,Technical Support Engineer,Remote,UKG (Ultimate Kronos Group),,"Understanding of operating systems, networking technologies/protocols, and software applications.As a member of our Workforce Dimensions Rapid Response team,…"
https://au.indeed.com/viewjob?jk=ac2329b67557c088,Designer,Nerang QLD,City of Gold Coast,"$85,623 - $91,120 a year",Engage within design project teams by undertaking CADD management software assigned functions for the section.
https://au.indeed.com/viewjob?jk=96d16a8dc8468034,Personal Assistant,Melbourne VIC 3000,John Holland,,"Exercise use of basic software, such as Microsoft applications and other systems.Advanced computer skills and knowledge of relevant software such as Outlook…"
https://au.indeed.com/viewjob?jk=c9976c6f0e378600,Consultant - Junior PEGA Developer,Melbourne VIC,Infosys,,"Lead DCO sessions - Capture the requirements and guide the LBA and the client SMEs to elaborate the requirements, process steps, and objectives."
https://au.indeed.com/viewjob?jk=3399eef86e07f5f9,Senior Urban Designer,Canberra ACT,ACT Government,"$155,107 a year","Knowledge and experience of architectural, engineering or landscape related software such as Adobe Suite, CAD and GIS."
https://au.indeed.com/viewjob?jk=f1c22fe40498ed5b,Software Engineer - Intern Opportunity,Crawley WA,University Of Western Australia,"$83,005 a year","You will be required to contribute across the full software development lifecycle from engaging with internal business customers, eliciting software…"
https://au.indeed.com/viewjob?jk=b89ec9998d27a835,Software Engineer,Remote,Red Hat Software,,"3+ years of software engineering experience using object-oriented languages, preferably Golang.Contribute software tests and participate in peer review to…"
https://au.indeed.com/viewjob?jk=89b7039e3788e6aa,Software Developer,Remote in Sydney NSW,Pulse Software,,5 years commercial software development experience.Min 2+ years experience in full SDLC building enterprise SAAS software.
